position_id,ticker,empresa,buy_timestamp,buy_price,invested_amount,shares
d47033f1-c013-4eb9-8798-99585ba84991,BBVA.MC,BBVA,2026-03-12 12:00:51.091596+00:00,18.315000534057617,500.0,27.300026503970127
450b60c4-61c8-428b-977b-5f15fb9727d5,SAN.MC,Banco Santander,2026-03-12T12:01:06.097721+00:00,9.722000122070312,600.0,61.71569558386605
