timestamp,side,ticker,empresa,shares,price,amount,realized_pnl
2026-03-12 12:00:51.093327+00:00,BUY,BBVA.MC,BBVA,27.300026503970127,18.315000534057617,500.0,0.0
2026-03-12T12:01:06.099231+00:00,BUY,SAN.MC,Banco Santander,61.71569558386605,9.722000122070312,600.0,0.0
